v4_1,Data Marking,years-quarters-months,Time,administrative-geography,Geography,seasonal-adjustment,SeasonalAdjustment,construction-series-type,SeriesType,construction-classifications,TypeOfWork
1106.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
8483.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
7707.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
2295.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
8415.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
7751.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
2465.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
8629.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
3862.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
553.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
4856.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
16073.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
1979.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
6268.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
5393.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
38095.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
22233.0,,2001-q3,2001 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
635.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
2665.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
1820.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
2690.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
2786.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
2607.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
1619.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
1126.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
845.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
5356.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
14565.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
437.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
3242.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
9210.0,,2014-dec,2014 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
869.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
2710.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
2799.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
5332.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
1798.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
488.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
2821.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
3235.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
1145.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
9486.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
525.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
14818.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
1930.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
2533.0,,2015-jun,2015 - Jun,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
1633.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
4821.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
12501.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
2361.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
863.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
2123.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
391.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
7679.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
2460.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
1687.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
2376.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
436.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
1156.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
1598.0,,2012-aug,2012 - Aug,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
9204.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
7885.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
2144.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
52728.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
1564.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
10768.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
2745.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
1886.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
6536.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
11427.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
22908.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
9283.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
11482.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
29820.0,,2023-q4,2023 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
24195.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
37243.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
13910.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
35453.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
119910.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
43288.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
21679.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
9862.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
65470.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
185379.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
31413.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
6045.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
34057.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
5580.0,,2016,2016,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
3189.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
25643.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
1236.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
5589.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
4582.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
2527.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
8116.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
7751.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
1765.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
8785.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
7020.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
7851.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
15867.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
41510.0,,2014-q1,2014 - Q1,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
23549.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
18567.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
30072.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
13159.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
4514.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
30088.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
29273.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
95585.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
156069.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
5725.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
9895.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
20501.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
30397.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
60484.0,,2013,2013,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
1141.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
467.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
597.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
2452.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
2764.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
1908.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
5469.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
3050.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
8839.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
2699.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
14308.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
1482.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
856.0,,2014-apr,2014 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
